"ParkCode","ParkName","CategoryName","Order","Family","SciName","CommonNames","Occurrence","Nativeness","Abundance","ParkTags","ElevationRange","TaxaGroup"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Betulaceae","Betula nigra","River Birch","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: March, April","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Betulaceae","Betula pendula","European White Birch","Present","Non-native","Rare","Elevation Range: Mid; Life form: Large Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Betulaceae","Carpinus caroliniana","American Hornbeam","Present","Native","Abundant","Elevation Range: Low to Mid; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Betulaceae","Carpinus caroliniana var. virginiana","American Hornbeam","Present","Native","Abundant","Elevation Range: Low to Mid; Life form: Small Tree; Park Rank: Park common; Species Record Status: Pre 1998; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Betulaceae","Corylus americana","American Hazelnut","Present","Native","Uncommon","Elevation Range: Low; Life form: Shrub; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: February, March","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Betulaceae","Corylus cornuta var. cornuta","Beaked Hazelnut","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Shrub; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: February, March","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Betulaceae","Ostrya virginiana","Hophornbeam","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Small Tree; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Castanea dentata","American Chestnut","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Large Tree; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Castanea mollissima","Chinese Chestnut","Present","Non-native","Rare","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Castanea pumila","Chinquapin","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Small Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Fagus grandifolia","American Beech","Present","Native","Common","Elevation Range: Wide Range; Life form: Large Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: March, April","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus alba","White Oak","Present","Native","Abundant","Elevation Range: Wide Range; Life form: Large Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus coccinea","Scarlet Oak","Present","Native","Common","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus falcata","Southern Red Oak","Present","Native","Uncommon","Elevation Range: Low; Life form: Large Tree; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus imbricaria","Shingle Oak","Present","Native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus marilandica var. marilandica","Blackjack Oak","Present","Native","Uncommon","Elevation Range: Low; Life form: Small Tree; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus montana","Chestnut Oak","Present","Native","Abundant","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus muehlenbergii","Chinkapin Oak","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus palustris","Pin Oak","Present","Non-native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus rubra","Northern Red Oak","Present","Native","Abundant","Elevation Range: Wide Range; Life form: Large Tree; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus rubra var. ambigua","Gray Oak","Present","Native","Uncommon","Elevation Range: Mid to High; Life form: Large Tree; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot","Mid to High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus rubra var. rubra","Northern Red Oak","Present","Native","Common","Elevation Range: Wide Range; Life form: Large Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus shumardii","Shumard's Oak","Present","Native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus stellata","Post Oak","Present","Native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Fagaceae","Quercus velutina","Black Oak","Present","Native","Common","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Carya carolinae-septentrionalis","Southern Shagbark Hickory","Present","Native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Carya cordiformis","Bitternut hickory","Present","Native","Common","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Carya glabra","Pignut hickory","Present","Native","Common","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Carya illinoinensis","Pecan","Present","Non-native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Carya ovalis","Red Hickory","Present","Native","Uncommon","Elevation Range: Wide Range; Life form: Large Tree; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Carya ovata","Shagbark Hickory","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Carya pallida","Sand Hickory","Present","Native","Rare","Elevation Range: Low; Life form: Large Tree; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Carya tomentosa","Mockernut Hickory","Present","Native","Abundant","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Juglans cinerea","Butternut","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Large Tree; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Fagales","Juglandaceae","Juglans nigra","Black walnut","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Large Tree; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Amsonia tabernaemontana var. tabernaemontana","Eastern Bluestar","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Apocynum androsaemifolium","Spreading Dogbane","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: June, July, August","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Apocynum cannabinum","Indianhemp","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Asclepias amplexicaulis","Clasping Milkweed","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Asclepias exaltata","Poke Milkweed","Present","Native","Common","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Asclepias incarnata var. pulchra","Swamp Milkweed","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Asclepias quadrifolia","Fourleaf Milkweed","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Asclepias syriaca","Common Milkweed","Present","Non-native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Asclepias tuberosa","Butterfly Milkweed","Present","Native","Uncommon","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Asclepias variegata","Redring Milkweed","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Asclepias verticillata","Whorled Milkweed","Present","Native","Rare","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: June, July, August","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Cynanchum laeve","Honeyvine","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Gonolobus suberosus var. suberosus","Eastern Anglepod","Present","Native","Rare","Elevation Range: Low; Life form: Herbaceous Vine; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Matelea obliqua","Climbing Milkvine","Present","Native","Rare","Elevation Range: Low; Life form: Herbaceous Vine; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Vinca major","Bigleaf Periwinkle","Present","Non-native","Rare","Elevation Range: Homesites; Life form: Herbaceous Vine; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May; Exotic Plant Category: Exotic Plants Category 2","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Apocynaceae","Vinca minor","Common Periwinkle","Present","Non-native","Uncommon","Elevation Range: Homesites; Life form: Herbaceous Vine; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May; Exotic Plant Category: Exotic Plants Category 2","Homesites","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Bartonia virginica","Yellow Screwstem","Present","Native","Rare","Elevation Range: Wide Range; Life form: Annual herb; Park Rank: Park scarce; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Frasera caroliniensis","American Columbo","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Gentiana decora","Showy Gentian","Present","Native","Common","Elevation Range: Low to Mid; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Gentiana linearis","Narrowleaf Gentian","Present","Native","Rare","Elevation Range: High; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Wetland; Bloom Time: September, October","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Gentiana saponaria","Harvestbells","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: August, September, October, November","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Gentiana villosa","Striped Gentian","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: September, October, November, December","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Gentianella quinquefolia var. quinquefolia","Agueweed","Present","Native","Uncommon","Elevation Range: Wide Range; Habitat: terrestrial; Life form: Annual herb; Park Rank: Park infrequent; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: August, September, October","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Obolaria virginica","Virginia Pennywort","Present","Native","Uncommon","Elevation Range: Low; Habitat: terrestrial; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: March, April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Sabatia angularis","Rosepink","Present","Native","Uncommon","Elevation Range: Low; Life form: Annual herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Gentianaceae","Sabatia campanulata","Slender Rose Gentian","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Loganiaceae","Spigelia marilandica","Woodland Pinkroot","Present","Native","Rare","Elevation Range: Low; Habitat: terrestrial; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Cephalanthus occidentalis","Common Buttonbush","Present","Native","Rare","Elevation Range: Low; Life form: Shrub; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Wetland; Bloom Time: June, July","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Diodella teres","Poorjoe","Present","Native","Uncommon","Elevation Range: Low; Life form: Annual herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Diodia virginiana","Virginia Buttonweed","Present","Native","Uncommon","Elevation Range: Low; Life form: Subshrub; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Wetland; Bloom Time: June, July, August, September","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium aparine","Stickywilly","Present","Native","Common","Elevation Range: Low to Mid; Life form: Annual herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium circaezans","Licorice Bedstraw","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium circaezans var. circaezans","Licorice Bedstraw","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium concinnum","Shining Bedstraw","Present","Native","Rare","Elevation Range: High; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Obligate Upland; Bloom Time: June, July, August","High","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium divaricatum","Lamarck's Bedstraw","Present","Non-native","Rare","Elevation Range: Low; Life form: Annual herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative; Bloom Time: May, June, July","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium lanceolatum","Lanceleaf Wild Licorice","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium latifolium","Purple Bedstraw","Present","Native","Uncommon","Elevation Range: Low to Mid; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium obtusum var. obtusum","Bluntleaf Bedstraw","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium pedemontanum","Peidmont Bedstraw","Present","Non-native","Rare","Elevation Range: Low to Mid; Life form: Annual herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium pilosum","Hairy Bedstraw","Present","Native","Common","Elevation Range: Low; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium pilosum var. pilosum","Hairy Bedstraw","Present","Native","Common","Elevation Range: Unknown; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August","Unknown","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium pilosum var. puncticulosum","Hairy Bedstraw","Present","Native","Uncommon","Elevation Range: Unknown; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: May, June, July, August","Unknown","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium sherardia","Blue Fieldmadder","Present","Non-native","Rare","Elevation Range: Low; Life form: Annual herb; Park Rank: Park rare; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June, July, August","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium tinctorium","Stiff Marsh Bedstraw","Present","Native","Uncommon","Elevation Range: Low to Mid; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low to Mid","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium tinctorium var. tinctorium","Stiff Marsh Bedstraw","Present","Native","Uncommon","Elevation Range: Low; Life form: Perennial Herb; Park Rank: Park uncommon; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Galium triflorum","Fragrant Bedstraw","Present","Native","Common","Elevation Range: Wide Range; Life form: Perennial Herb; Park Rank: Park common; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: July, August","Wide Range","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Houstonia caerulea","Azure Bluet","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Wetland Status: Facultative Upland; Bloom Time: April, May","Low","Vascular-plant"
"GRSM","Great Smoky Mountains National Park","Vascular Plant","Gentianales","Rubiaceae","Houstonia canadensis","Canadian Summer Bluet","Present","Native","Rare","Elevation Range: Low; Life form: Perennial Herb; Species Record Status: New to Park; Taxa Group: Vascular-plant; Taxa Subcategory: Dicot; Bloom Time: April, May, June, July, August","Low","Vascular-plant"
